timestamp,Basel Temperature [2 m elevation corrected],Basel Soil Moisture [0-10 cm down]
20220203T1300,10.690529,0.271
20220203T1400,11.0505295,0.27
20220203T1500,11.180529,0.27
20220203T1600,10.920529,0.27
20220203T1700,10.3005295,0.27
20220203T1800,9.950529,0.27
20220203T1900,9.580529,0.27
20220203T2000,9.240529,0.27
20220203T2100,9.190529,0.27
20220203T2200,8.950529,0.27
20220203T2300,7.1005287,0.27
20220204T0000,6.7005286,0.27
20220204T0100,6.7605286,0.27
20220204T0200,6.7005286,0.27
20220204T0300,6.2605286,0.27
20220204T0400,5.5905285,0.27
20220204T0500,5.4705286,0.27
20220204T0600,5.6305285,0.27
20220204T0700,5.3405285,0.27
20220204T0800,5.5205283,0.27
20220204T0900,6.7405286,0.27
20220204T1000,7.4805284,0.269
20220204T1100,8.120529,0.269
20220204T1200,9.410529,0.263
20220204T1300,9.840529,0.262
20220204T1400,10.360529,0.262
20220204T1500,10.280529,0.261
20220204T1600,9.620529,0.261
20220204T1700,8.950529,0.261
20220204T1800,8.100529,0.26
20220204T1900,7.8105288,0.26
20220204T2000,7.9105287,0.26
20220204T2100,8.130529,0.26
20220204T2200,6.6605287,0.264
20220204T2300,4.8505287,0.264
20220205T0000,4.5105286,0.264
20220205T0100,3.5505285,0.264
20220205T0200,2.4505286,0.264
20220205T0300,1.3605287,0.264
20220205T0400,1.2205287,0.264
20220205T0500,1.0705286,0.264
20220205T0600,1.1005287,0.264
20220205T0700,0.62052864,0.264
20220205T0800,1.7805287,0.264
20220205T0900,3.7005286,0.264
20220205T1000,5.1605287,0.263
20220205T1100,6.2505283,0.263
20220205T1200,7.1805286,0.272
20220205T1300,7.9705286,0.271
20220205T1400,8.150529,0.271
20220205T1500,8.020529,0.27
20220205T1600,7.3805285,0.269
20220205T1700,5.9705286,0.269
20220205T1800,4.7805285,0.269
20220205T1900,3.2605286,0.268
20220205T2000,2.3405285,0.269
20220205T2100,2.2105286,0.268
20220205T2200,2.3005285,0.268
20220205T2300,2.5605285,0.268
20220206T0000,2.6405284,0.268
20220206T0100,2.5905285,0.269
20220206T0200,2.7105286,0.268
20220206T0300,3.5405285,0.268
20220206T0400,3.7905285,0.268
20220206T0500,3.9705286,0.268
20220206T0600,4.1005287,0.268
20220206T0700,3.6205285,0.268
20220206T0800,4.1105285,0.267
20220206T0900,5.1105285,0.267
20220206T1000,6.7605286,0.266
20220206T1100,7.0605288,0.266
20220206T1200,8.350529,0.262
20220206T1300,8.910529,0.261
20220206T1400,9.270529,0.26
20220206T1500,9.170529,0.26
20220206T1600,8.080529,0.262
20220206T1700,7.2105284,0.263
20220206T1800,7.0905285,0.263
20220206T1900,7.1805286,0.263
20220206T2000,7.5805287,0.263
20220206T2100,7.8805285,0.263
20220206T2200,8.190529,0.263
20220206T2300,8.130529,0.264
20220207T0000,8.030529,0.27
20220207T0100,7.3405285,0.281
20220207T0200,6.4305286,0.296
20220207T0300,5.3805285,0.296
20220207T0400,4.4505286,0.294
20220207T0500,3.3005285,0.292
20220207T0600,2.2005286,0.29
20220207T0700,1.6305287,0.288
20220207T0800,2.1905286,0.287
20220207T0900,3.2005286,0.286
20220207T1000,3.5305285,0.285
20220207T1100,3.9905286,0.283
20220207T1200,6.0905285,0.29
20220207T1300,6.6705284,0.288
20220207T1400,6.8505287,0.287
20220207T1500,6.8605285,0.286
20220207T1600,6.2605286,0.285
20220207T1700,4.9605284,0.284
20220207T1800,3.9005284,0.284
20220207T1900,3.0105286,0.283
20220207T2000,2.3505285,0.283
20220207T2100,1.9805287,0.283
20220207T2200,1.4305286,0.282
20220207T2300,1.1905286,0.282
20220208T0000,1.2005286,0.282
20220208T0100,1.0605286,0.282
20220208T0200,0.7005287,0.282
20220208T0300,0.44052866,0.282
20220208T0400,0.44052866,0.282
20220208T0500,-0.04947134,0.282
20220208T0600,-0.31947133,0.282
20220208T0700,-0.39947134,0.281
20220208T0800,0.79052866,0.281
20220208T0900,3.3105285,0.281
20220208T1000,5.7205286,0.281
20220208T1100,7.2705283,0.28
20220208T1200,9.820529,0.276
20220208T1300,10.490529,0.275
20220208T1400,10.760529,0.275
20220208T1500,10.680529,0.274
20220208T1600,9.910529,0.274
20220208T1700,9.110529,0.274
20220208T1800,7.9605284,0.274
20220208T1900,7.290529,0.275
20220208T2000,6.9305286,0.275
20220208T2100,6.1505284,0.275
20220208T2200,5.4105287,0.275
20220208T2300,4.7605286,0.275
20220209T0000,3.9705286,0.275
20220209T0100,2.6705287,0.275
20220209T0200,2.0005286,0.276
20220209T0300,1.6105287,0.276
20220209T0400,1.5005287,0.276
20220209T0500,1.7505287,0.276
20220209T0600,2.2805285,0.276
20220209T0700,2.5805285,0.276
20220209T0800,2.8505285,0.276
20220209T0900,3.8805285,0.275
20220209T1000,6.2605286,0.275
20220209T1100,8.440529,0.275
20220209T1200,9.780529,0.272
20220209T1300,11.070529,0.272
20220209T1400,11.670529,0.271
20220209T1500,11.830529,0.271
20220209T1600,11.440529,0.271
20220209T1700,11.0505295,0.271
20220209T1800,10.100529,0.271
20220209T1900,9.150529,0.271
20220209T2000,7.4805284,0.271
20220209T2100,5.7705283,0.271
20220209T2200,6.9705286,0.271
20220209T2300,6.3305287,0.272
20220210T0000,4.5005283,0.272
20220210T0100,4.0805287,0.272
20220210T0200,3.9905286,0.272
20220210T0300,3.7405286,0.272
20220210T0400,3.5305285,0.272
20220210T0500,3.6605287,0.272
20220210T0600,4.3105288,0.272
20220210T0700,4.4305286,0.272
20220210T0800,3.9905286,0.272
20220210T0900,5.3605285,0.272
20220210T1000,8.990529,0.272
20220210T1100,10.940529,0.271
20220210T1200,12.0505295,0.269
20220210T1300,12.560529,0.268
20220210T1400,12.540529,0.267
20220210T1500,12.290529,0.267
20220210T1600,11.380529,0.266
20220210T1700,9.870529,0.266
20220210T1800,9.030529,0.266
20220210T1900,9.150529,0.266
20220210T2000,9.220529,0.266
20220210T2100,8.970529,0.266
20220210T2200,8.080529,0.266
20220210T2300,7.4105287,0.267
20220211T0000,6.7205286,0.27
20220211T0100,6.6705284,0.273
20220211T0200,6.5605288,0.28
20220211T0300,6.2605286,0.281
20220211T0400,5.1605287,0.286
20220211T0500,2.5405285,0.294
20220211T0600,1.7205287,0.3
20220211T0700,2.0105286,0.3
20220211T0800,3.0105286,0.297
20220211T0900,4.1805286,0.295
20220211T1000,5.1005287,0.294
20220211T1100,6.0605288,0.292
20220211T1200,6.7705283,0.293
20220211T1300,7.2005286,0.291
20220211T1400,7.2505283,0.289
20220211T1500,7.0905285,0.287
20220211T1600,6.4605284,0.286
20220211T1700,5.3105288,0.285
20220211T1800,3.9705286,0.285
20220211T1900,3.1005285,0.284
20220211T2000,2.4105287,0.284
20220211T2100,1.2605287,0.283
20220211T2200,0.7605287,0.283
20220211T2300,0.12052866,0.283
20220212T0000,0.27052864,0.283
20220212T0100,0.08052866,0.282
20220212T0200,-0.14947134,0.282
20220212T0300,-0.16947135,0.282
20220212T0400,-0.37947133,0.282
20220212T0500,-0.5394713,0.282
20220212T0600,-0.64947134,0.282
20220212T0700,-0.5594713,0.282
20220212T0800,0.6405287,0.282
20220212T0900,2.5305285,0.282
20220212T1000,3.5505285,0.281
20220212T1100,4.6705284,0.281
20220212T1200,5.8505287,0.273
20220212T1300,6.9705286,0.272
20220212T1400,7.8705287,0.271
20220212T1500,8.260529,0.271
20220212T1600,8.080529,0.27
20220212T1700,7.5505285,0.27
20220212T1800,3.5805285,0.27
20220212T1900,4.2505283,0.27
20220212T2000,5.040529,0.271
20220212T2100,4.8005285,0.271
20220212T2200,4.8105288,0.271
20220212T2300,5.3105288,0.271
20220213T0000,4.8705287,0.271
20220213T0100,4.1905284,0.271
20220213T0200,3.8605285,0.271
20220213T0300,3.8605285,0.271
20220213T0400,3.7305286,0.271
20220213T0500,2.4605286,0.271
20220213T0600,2.1705287,0.271
20220213T0700,2.2405286,0.271
20220213T0800,2.3305285,0.271
20220213T0900,4.8005285,0.271
20220213T1000,8.930529,0.27
20220213T1100,10.730529,0.27
20220213T1200,11.310529,0.269
20220213T1300,11.680529,0.268
20220213T1400,11.870529,0.268
20220213T1500,11.260529,0.267
20220213T1600,9.830529,0.266
20220213T1700,7.7705283,0.266
20220213T1800,5.1605287,0.266
20220213T1900,3.0605285,0.266
20220213T2000,2.0005286,0.266
20220213T2100,1.0605286,0.266
20220213T2200,0.16052866,0.266
20220213T2300,-1.1594714,0.266
20220214T0000,-1.2994714,0.266
20220214T0100,-0.96947134,0.266
20220214T0200,-0.029471342,0.266
20220214T0300,1.4105287,0.266
20220214T0400,1.6305287,0.266
20220214T0500,2.3805285,0.265
20220214T0600,3.8605285,0.265
20220214T0700,5.5705285,0.265
20220214T0800,7.7205286,0.265
20220214T0900,8.280529,0.265
20220214T1000,8.540529,0.265
20220214T1100,9.250529,0.265
20220214T1200,9.210529,0.263
20220214T1300,8.530529,0.267
20220214T1400,8.340529,0.271
20220214T1500,7.8905287,0.275
20220214T1600,7.2605286,0.279
20220214T1700,6.7505283,0.28
20220214T1800,6.0905285,0.284
20220214T1900,5.8905287,0.289
20220214T2000,5.8705287,0.288
20220214T2100,6.0105286,0.286
20220214T2200,6.2305284,0.285
20220214T2300,6.5805287,0.284
20220215T0000,6.5605288,0.283
20220215T0100,6.0005283,0.283
20220215T0200,5.1805286,0.282
20220215T0300,4.4005284,0.281
20220215T0400,5.1805286,0.281
20220215T0500,4.9605284,0.28
20220215T0600,4.9305286,0.28
20220215T0700,5.1005287,0.279
20220215T0800,5.5305285,0.279
20220215T0900,6.0305285,0.278
20220215T1000,5.8505287,0.277
20220215T1100,6.3605285,0.276
20220215T1200,7.7505283,0.277
20220215T1300,8.020529,0.276
20220215T1400,7.9505286,0.276
20220215T1500,7.7205286,0.275
20220215T1600,7.1605287,0.274
20220215T1700,6.0905285,0.274
20220215T1800,5.2305284,0.274
20220215T1900,4.4205284,0.274
20220215T2000,4.1105285,0.274
20220215T2100,3.7105286,0.273
20220215T2200,4.4905286,0.273
20220215T2300,5.1605287,0.273
20220216T0000,5.2805285,0.273
20220216T0100,5.9105287,0.273
20220216T0200,5.5705285,0.273
20220216T0300,5.2305284,0.272
20220216T0400,5.0105286,0.272
20220216T0500,5.3105288,0.272
20220216T0600,5.4305286,0.272
20220216T0700,5.7405286,0.272
20220216T0800,6.2805285,0.272
20220216T0900,7.1405287,0.272
20220216T1000,8.200529,0.272
20220216T1100,10.530529,0.271
20220216T1200,11.630529,0.281
20220216T1300,11.570529,0.28
20220216T1400,11.970529,0.28
20220216T1500,11.920529,0.279
20220216T1600,11.990529,0.279
20220216T1700,11.500529,0.279
20220216T1800,11.410529,0.279
20220216T1900,11.470529,0.279
20220216T2000,11.720529,0.278
20220216T2100,11.740529,0.278
20220216T2200,11.620529,0.278
20220216T2300,11.400529,0.279
20220217T0000,11.110529,0.279
20220217T0100,11.380529,0.278
20220217T0200,11.110529,0.28
20220217T0300,10.630529,0.284
20220217T0400,10.160529,0.285
20220217T0500,9.920529,0.286
20220217T0600,9.640529,0.287
20220217T0700,9.510529,0.286
20220217T0800,10.020529,0.286
20220217T0900,10.3005295,0.285
20220217T1000,10.580529,0.284
20220217T1100,10.850529,0.283
20220217T1200,11.710529,0.288
20220217T1300,12.590529,0.286
20220217T1400,12.000529,0.285
20220217T1500,11.420529,0.284
20220217T1600,11.020529,0.283
20220217T1700,10.360529,0.283
20220217T1800,9.470529,0.283
20220217T1900,9.080529,0.283
20220217T2000,9.200529,0.283
20220217T2100,9.490529,0.283
20220217T2200,8.900529,0.283
20220217T2300,8.930529,0.283
20220218T0000,7.9805284,0.283
20220218T0100,6.9105287,0.283
20220218T0200,7.1305285,0.283
20220218T0300,5.7705283,0.283
20220218T0400,5.7205286,0.283
20220218T0500,5.6505284,0.283
20220218T0600,6.3705287,0.283
20220218T0700,6.5005283,0.283
20220218T0800,7.4605284,0.283
20220218T0900,10.290529,0.282
20220218T1000,12.150529,0.282
20220218T1100,14.460529,0.281
20220218T1200,17.030529,0.274
20220218T1300,17.530529,0.273
20220218T1400,17.72053,0.272
20220218T1500,17.530529,0.271
20220218T1600,16.500528,0.27
20220218T1700,14.910529,0.269
20220218T1800,13.280529,0.269
20220218T1900,11.490529,0.269
20220218T2000,10.360529,0.269
20220218T2100,9.070529,0.269
20220218T2200,8.230529,0.268
20220218T2300,7.5105286,0.268
20220219T0000,7.290529,0.268
20220219T0100,6.9305286,0.268
20220219T0200,6.3305287,0.268
20220219T0300,5.9605284,0.268
20220219T0400,5.1605287,0.268
20220219T0500,4.5905285,0.268
20220219T0600,4.2705283,0.268
20220219T0700,3.8705285,0.268
20220219T0800,4.6505284,0.268
20220219T0900,5.3905287,0.268
20220219T1000,6.2105284,0.267
20220219T1100,6.9605284,0.266
20220219T1200,7.8105288,0.274
20220219T1300,8.360529,0.273
20220219T1400,8.580529,0.272
20220219T1500,8.450529,0.272
20220219T1600,8.070529,0.271
20220219T1700,6.9705286,0.271
20220219T1800,5.8405285,0.271
20220219T1900,4.7505283,0.271
20220219T2000,3.9805286,0.271
20220219T2100,4.0605288,0.27
20220219T2200,3.9805286,0.27
20220219T2300,4.2605286,0.27
20220220T0000,5.2605286,0.27
20220220T0100,5.9605284,0.27
20220220T0200,5.8805285,0.27
20220220T0300,4.9605284,0.269
20220220T0400,4.4105287,0.269
20220220T0500,4.4605284,0.269
20220220T0600,4.4405284,0.269
20220220T0700,4.7305284,0.269
20220220T0800,5.9705286,0.269
20220220T0900,7.5705285,0.269
20220220T1000,8.780529,0.268
20220220T1100,9.280529,0.268
20220220T1200,11.180529,0.267
20220220T1300,12.110529,0.267
20220220T1400,12.360529,0.266
20220220T1500,12.240529,0.265
20220220T1600,11.750529,0.264
20220220T1700,10.8005295,0.264
20220220T1800,10.060529,0.264
20220220T1900,9.880529,0.263
20220220T2000,10.120529,0.263
20220220T2100,9.730529,0.263
20220220T2200,9.200529,0.263
20220220T2300,9.180529,0.262
20220221T0000,8.970529,0.262
20220221T0100,8.540529,0.262
20220221T0200,8.270529,0.262
20220221T0300,8.200529,0.262
20220221T0400,8.120529,0.262
20220221T0500,7.1205287,0.271
20220221T0600,5.4005284,0.272
20220221T0700,5.1605287,0.271
20220221T0800,5.3605285,0.271
20220221T0900,6.1405287,0.27
20220221T1000,6.6005287,0.27
20220221T1100,7.0905285,0.269
20220221T1200,6.6305285,0.271
20220221T1300,6.4905286,0.27
20220221T1400,6.790529,0.27
20220221T1500,6.7005286,0.269
20220221T1600,6.1105285,0.269
20220221T1700,5.5905285,0.269
20220221T1800,5.4005284,0.27
20220221T1900,5.4505286,0.27
20220221T2000,5.6305285,0.27
20220221T2100,5.4405284,0.27
20220221T2200,4.7005286,0.27
20220221T2300,4.3305287,0.27
20220222T0000,3.8805285,0.27
20220222T0100,3.8505285,0.27
20220222T0200,3.7505286,0.27
20220222T0300,3.3405285,0.27
20220222T0400,3.1005285,0.27
20220222T0500,3.1905286,0.27
20220222T0600,3.3405285,0.27
20220222T0700,4.0605288,0.27
20220222T0800,4.9105287,0.27
20220222T0900,5.4405284,0.27
20220222T1000,6.2105284,0.27
20220222T1100,6.8605285,0.269
20220222T1200,8.420529,0.27
20220222T1300,8.950529,0.269
20220222T1400,9.350529,0.268
20220222T1500,9.790529,0.268
20220222T1600,9.960529,0.267
20220222T1700,9.200529,0.267
20220222T1800,8.150529,0.266
20220222T1900,7.9505286,0.266
20220222T2000,8.160529,0.266
20220222T2100,8.230529,0.266
20220222T2200,8.460529,0.266
20220222T2300,8.260529,0.265
20220223T0000,8.250529,0.265
20220223T0100,8.410529,0.265
20220223T0200,8.430529,0.265
20220223T0300,7.7305284,0.265
20220223T0400,7.6605287,0.265
20220223T0500,7.290529,0.265
20220223T0600,6.8505287,0.266
20220223T0700,6.8305287,0.266
20220223T0800,7.6705284,0.266
20220223T0900,8.140529,0.265
20220223T1000,8.660529,0.265
20220223T1100,9.470529,0.265
20220223T1200,11.200529,0.269
20220223T1300,11.900529,0.268
20220223T1400,12.270529,0.267
20220223T1500,12.180529,0.267
20220223T1600,12.250529,0.266
20220223T1700,11.590529,0.266
20220223T1800,10.440529,0.266
20220223T1900,9.260529,0.266
20220223T2000,7.7405286,0.266
20220223T2100,7.040529,0.266
20220223T2200,7.040529,0.266
20220223T2300,6.6005287,0.266
20220224T0000,6.0305285,0.266
20220224T0100,5.4205284,0.266
20220224T0200,5.8205285,0.266
20220224T0300,6.1005287,0.266
20220224T0400,4.8605285,0.267
20220224T0500,4.0605288,0.267
20220224T0600,3.4305286,0.267
20220224T0700,3.2505286,0.267
20220224T0800,5.2005286,0.266
20220224T0900,9.460529,0.266
20220224T1000,13.150529,0.266
20220224T1100,12.390529,0.265
20220224T1200,13.570529,0.265
20220224T1300,12.560529,0.264
20220224T1400,13.080529,0.263
20220224T1500,12.830529,0.262
20220224T1600,12.460529,0.262
20220224T1700,11.230529,0.261
20220224T1800,9.910529,0.261
20220224T1900,9.330529,0.261
20220224T2000,9.900529,0.261
20220224T2100,9.060529,0.263
20220224T2200,5.0005283,0.275
20220224T2300,4.3605285,0.274
20220225T0000,4.4305286,0.274
20220225T0100,3.7705286,0.274
20220225T0200,2.9905286,0.273
20220225T0300,1.8805287,0.273
20220225T0400,1.5105287,0.273
20220225T0500,1.3705287,0.273
20220225T0600,0.90052867,0.272
20220225T0700,0.91052866,0.272
20220225T0800,2.4805286,0.272
20220225T0900,4.020529,0.271
20220225T1000,4.7105284,0.27
20220225T1100,5.3905287,0.27
20220225T1200,7.3605285,0.272
20220225T1300,7.2005286,0.271
20220225T1400,7.1205287,0.27
20220225T1500,7.1405287,0.269
20220225T1600,6.9805284,0.269
20220225T1700,6.5205283,0.269
20220225T1800,6.1105285,0.27
20220225T1900,5.5805287,0.271
20220225T2000,5.3105288,0.271
20220225T2100,4.540529,0.271
20220225T2200,3.5605285,0.271
20220225T2300,2.9505286,0.271
20220226T0000,2.4905286,0.271
20220226T0100,2.0405285,0.271
20220226T0200,1.5905286,0.271
20220226T0300,1.2105286,0.271
20220226T0400,1.0305287,0.271
20220226T0500,0.80052865,0.27
20220226T0600,0.25052866,0.27
20220226T0700,0.31052867,0.27
20220226T0800,1.6705287,0.27
20220226T0900,3.2805285,0.27
20220226T1000,4.4605284,0.27
20220226T1100,5.4505286,0.269
20220226T1200,6.4205284,0.272
20220226T1300,7.2005286,0.271
20220226T1400,7.4105287,0.27
20220226T1500,7.6805286,0.269
20220226T1600,7.5805287,0.269
20220226T1700,6.3705287,0.268
20220226T1800,4.9505286,0.268
20220226T1900,3.5305285,0.268
20220226T2000,2.4505286,0.268
20220226T2100,1.8905287,0.267
20220226T2200,0.98052865,0.267
20220226T2300,0.41052866,0.267
20220227T0000,-0.009471342,0.267
20220227T0100,-0.23947135,0.267
20220227T0200,-0.59947133,0.267
20220227T0300,-0.9794713,0.267
20220227T0400,-0.8694713,0.268
20220227T0500,-0.93947136,0.268
20220227T0600,-1.0194713,0.267
20220227T0700,-0.28947133,0.267
20220227T0800,2.3405285,0.267
20220227T0900,4.2105284,0.267
20220227T1000,5.6105285,0.266
20220227T1100,6.9905286,0.265
20220227T1200,6.5005283,0.264
20220227T1300,7.7805285,0.263
20220227T1400,8.820529,0.262
20220227T1500,9.3005295,0.262
20220227T1600,8.720529,0.261
20220227T1700,7.3305287,0.261
20220227T1800,4.9405284,0.26
20220227T1900,3.1005285,0.26
20220227T2000,2.7205286,0.26
20220227T2100,1.8005286,0.26
20220227T2200,1.1605287,0.26
20220227T2300,0.59052867,0.26
20220228T0000,-0.35947132,0.26
20220228T0100,-0.81947136,0.26
20220228T0200,-0.7894713,0.26
20220228T0300,-0.8094713,0.26
20220228T0400,-0.7394713,0.26
20220228T0500,-0.7894713,0.26
20220228T0600,-1.0494714,0.259
20220228T0700,-0.82947135,0.259
20220228T0800,0.74052864,0.259
20220228T0900,2.4805286,0.259
20220228T1000,3.8105285,0.259
20220228T1100,5.0805287,0.258
20220228T1200,7.8405285,0.259
20220228T1300,9.020529,0.259
20220228T1400,9.610529,0.258
20220228T1500,9.900529,0.258
20220228T1600,9.770529,0.257
20220228T1700,8.790529,0.257
20220228T1800,7.2005286,0.257
20220228T1900,4.540529,0.257
20220228T2000,3.6405284,0.258
20220228T2100,2.6805286,0.258
20220228T2200,1.8805287,0.258
20220228T2300,1.4905287,0.258
20220301T0000,1.1405287,0.258
20220301T0100,0.78052866,0.258
20220301T0200,0.5805287,0.257
20220301T0300,0.5805287,0.257
20220301T0400,0.31052867,0.257
20220301T0500,-0.04947134,0.257
20220301T0600,-0.36947134,0.257
20220301T0700,0.030528657,0.257
20220301T0800,1.7705287,0.257
20220301T0900,3.3805285,0.256
20220301T1000,5.4605284,0.256
20220301T1100,7.4005284,0.255
20220301T1200,8.590529,0.256
20220301T1300,9.640529,0.256
20220301T1400,10.080529,0.255
20220301T1500,10.020529,0.254
20220301T1600,9.600529,0.254
20220301T1700,8.810529,0.254
20220301T1800,7.9005284,0.254
20220301T1900,7.1905284,0.254
20220301T2000,6.8205285,0.254
20220301T2100,6.0605288,0.254
20220301T2200,4.9205284,0.254
20220301T2300,4.0105286,0.255
20220302T0000,3.1805286,0.255
20220302T0100,2.8405285,0.255
20220302T0200,2.2305286,0.255
20220302T0300,1.6805286,0.255
20220302T0400,1.1005287,0.255
20220302T0500,0.20052865,0.255
20220302T0600,-0.27947134,0.255
20220302T0700,0.40052867,0.255
20220302T0800,2.6005285,0.255
20220302T0900,5.1105285,0.254
20220302T1000,7.4605284,0.254
